Unnamed: 0,trial_type_id,full_phrase,full_phrase_language,target_side,dataset_id,distractor_id,target_id,trial_type_aux_data,vanilla_trial,dataset_name,unique_pair,text1_description,image1,text1,text2_description,image2,text2,image_similarity,text_similarity,multimodal_similarity,ooo_similarity,things_text1,things_text2
193,5179,Do you see the ball?,eng,left,33,1573,1572,,1,garrison_bergelson_2020,1572_1573,ball,stimulus_data/garrison_bergelson_2020/raw_data/images/ball68.jpg,ball,spoon,stimulus_data/garrison_bergelson_2020/raw_data/images/spoon20.jpg,spoon,0.6885,0.834,0.3818,0.2262,ball,spoon
194,5180,Can you find the ball?,eng,left,33,1244,1214,,1,garrison_bergelson_2020,1214_1244,ball,stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,ball,vacuum,stimulus_data/garrison_bergelson_2020/raw_data/images/vacuum.jpg,vacuum,0.6953,0.782,0.3271,0.3213,ball,vacuum
195,5181,Can you find the ball?,eng,left,33,1249,1250,,1,garrison_bergelson_2020,1249_1250,ball,stimulus_data/garrison_bergelson_2020/raw_data/images/ball57.jpg,ball,vacuum,stimulus_data/garrison_bergelson_2020/raw_data/images/vacuum7.jpg,vacuum,0.717,0.782,0.4248,0.3213,ball,vacuum
196,5182,Look at the ball?,eng,right,33,1236,1214,,1,garrison_bergelson_2020,1214_1236,ball,stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,ball,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/block.jpg,block,0.7783,0.825,0.4502,0.2668,ball,block
197,5192,Look at the ball?,eng,right,33,1562,1214,,1,garrison_bergelson_2020,1214_1562,ball,stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,ball,flower,stimulus_data/garrison_bergelson_2020/raw_data/images/flower.jpg,flower,0.755,0.8057,0.4062,0.5398,ball,flower
198,5201,Can you find the ball?,eng,right,33,1313,1214,,1,garrison_bergelson_2020,1214_1313,ball,stimulus_data/garrison_bergelson_2020/raw_data/images/ball.jpg,ball,phone,stimulus_data/garrison_bergelson_2020/raw_data/images/phone.jpg,phone,0.6694,0.8335,0.3755,0.2605,ball,phone
199,5211,Do you see the ball?,eng,right,33,1412,1413,,1,garrison_bergelson_2020,1412_1413,ball,stimulus_data/garrison_bergelson_2020/raw_data/images/ball59.jpg,ball,socks,stimulus_data/garrison_bergelson_2020/raw_data/images/socks2.jpg,socks,0.618,0.7944,0.3105,,,
200,5217,Do you see the balloon?,eng,left,33,1455,1456,,1,garrison_bergelson_2020,1455_1456,balloon,stimulus_data/garrison_bergelson_2020/raw_data/images/balloon2.jpg,balloon,guitar,stimulus_data/garrison_bergelson_2020/raw_data/images/guitar2.jpg,guitar,0.5747,0.7783,0.392,0.4298,balloon,guitar
201,5218,Do you see the balloon?,eng,left,33,1447,1448,,1,garrison_bergelson_2020,1447_1448,balloon,stimulus_data/garrison_bergelson_2020/raw_data/images/balloon6.jpg,balloon,guitar,stimulus_data/garrison_bergelson_2020/raw_data/images/guitar8.jpg,guitar,0.63,0.7783,0.3447,0.4298,balloon,guitar
202,5221,Can you find the bath?,eng,left,33,1322,1323,,1,garrison_bergelson_2020,1322_1323,bathtub,stimulus_data/garrison_bergelson_2020/raw_data/images/bath.jpg,bath,glasses,stimulus_data/garrison_bergelson_2020/raw_data/images/glasses2.jpg,glasses,0.6084,0.7666,0.3516,,,
203,5222,Can you find the bath?,eng,left,33,1329,1330,,1,garrison_bergelson_2020,1329_1330,bathtub,stimulus_data/garrison_bergelson_2020/raw_data/images/bath100.jpg,bath,glasses,stimulus_data/garrison_bergelson_2020/raw_data/images/glasses100.jpg,glasses,0.638,0.7666,0.3574,,,
204,5224,Where is the bathtub?,eng,left,33,1247,1248,,1,garrison_bergelson_2020,1247_1248,bathtub,stimulus_data/garrison_bergelson_2020/raw_data/images/bathtub.jpg,bathtub,diaper,stimulus_data/garrison_bergelson_2020/raw_data/images/diaper.jpg,diaper,0.6636,0.734,0.3716,0.5698,bathtub,diaper
205,5226,Where is the bathtub?,eng,right,33,1242,1243,,1,garrison_bergelson_2020,1242_1243,bathtub,stimulus_data/garrison_bergelson_2020/raw_data/images/bathtub3.jpg,bathtub,diaper,stimulus_data/garrison_bergelson_2020/raw_data/images/diaper9.jpg,diaper,0.659,0.734,0.3745,0.5698,bathtub,diaper
206,5228,Do you see the bear?,eng,left,33,1251,1252,,1,garrison_bergelson_2020,1251_1252,bear,stimulus_data/garrison_bergelson_2020/raw_data/images/bear.jpg,bear,dog,stimulus_data/garrison_bergelson_2020/raw_data/images/doggy.jpg,doggy,0.729,0.891,0.4277,0.9262,bear,dog
207,5229,Do you see the bear?,eng,left,33,1240,1241,,1,garrison_bergelson_2020,1240_1241,bear,stimulus_data/garrison_bergelson_2020/raw_data/images/bear13.jpg,bear,dog,stimulus_data/garrison_bergelson_2020/raw_data/images/doggy22.jpg,doggy,0.8374,0.891,0.4805,0.9262,bear,dog
208,5230,Can you find the bear?,eng,left,33,1295,1252,,1,garrison_bergelson_2020,1252_1295,bear,stimulus_data/garrison_bergelson_2020/raw_data/images/bear.jpg,bear,owl,stimulus_data/garrison_bergelson_2020/raw_data/images/owl.jpg,owl,0.7324,0.8335,0.398,0.8967,bear,owl
209,5231,Can you find the bear?,eng,left,33,1532,1533,,1,garrison_bergelson_2020,1532_1533,bear,stimulus_data/garrison_bergelson_2020/raw_data/images/bear14.jpg,bear,owl,stimulus_data/garrison_bergelson_2020/raw_data/images/owl9.jpg,owl,0.7056,0.8335,0.4072,0.8967,bear,owl
210,5236,Do you see the bed?,eng,left,33,1365,1366,,1,garrison_bergelson_2020,1365_1366,crib,stimulus_data/garrison_bergelson_2020/raw_data/images/bed.jpg,bed,table,stimulus_data/garrison_bergelson_2020/raw_data/images/table.jpg,table,0.7705,0.8467,0.4468,0.6554,bed,table
211,5237,Do you see the bed?,eng,left,33,1359,1358,,1,garrison_bergelson_2020,1358_1359,crib,stimulus_data/garrison_bergelson_2020/raw_data/images/bed2.jpg,bed,table,stimulus_data/garrison_bergelson_2020/raw_data/images/table5.jpg,table,0.6665,0.8467,0.4385,0.6554,bed,table
212,5240,Do you see the bike?,eng,left,33,1546,1545,,1,garrison_bergelson_2020,1545_1546,bike,stimulus_data/garrison_bergelson_2020/raw_data/images/bike.jpg,bike,sandbox,stimulus_data/garrison_bergelson_2020/raw_data/images/sandbox.jpg,sandbox,0.6216,0.756,0.4053,0.4028,bike,sandbox
213,5242,Do you see the bike?,eng,right,33,1540,1541,,1,garrison_bergelson_2020,1540_1541,bike,stimulus_data/garrison_bergelson_2020/raw_data/images/bike4.jpg,bike,sandbox,stimulus_data/garrison_bergelson_2020/raw_data/images/sandbox2.jpg,sandbox,0.659,0.756,0.3994,0.4028,bike,sandbox
214,5244,Look at the bird?,eng,left,33,1504,1505,,1,garrison_bergelson_2020,1504_1505,bird,stimulus_data/garrison_bergelson_2020/raw_data/images/bird4.jpg,bird,cat,stimulus_data/garrison_bergelson_2020/raw_data/images/kitty15.jpg,kitty,0.631,0.884,0.3745,0.7066,bird,cat
215,5246,Look at the bird?,eng,right,33,1224,1502,,1,garrison_bergelson_2020,1224_1502,bird,stimulus_data/garrison_bergelson_2020/raw_data/images/bird.jpg,bird,cat,stimulus_data/garrison_bergelson_2020/raw_data/images/kitty.jpg,kitty,0.758,0.884,0.4512,0.7066,bird,cat
216,5248,Look at the blanket?,eng,left,33,1298,1440,,1,garrison_bergelson_2020,1298_1440,blanket,stimulus_data/garrison_bergelson_2020/raw_data/images/blanket.jpg,blanket,bottle,stimulus_data/garrison_bergelson_2020/raw_data/images/bottle.jpg,bottle,0.6763,0.797,0.4268,0.4439,blanket,bottle
217,5249,Do you see the blanket?,eng,left,33,1245,1440,,1,garrison_bergelson_2020,1245_1440,blanket,stimulus_data/garrison_bergelson_2020/raw_data/images/blanket.jpg,blanket,piano,stimulus_data/garrison_bergelson_2020/raw_data/images/piano.jpg,piano,0.648,0.768,0.3687,0.3529,blanket,piano
218,5250,Do you see the blanket?,eng,left,33,1521,1520,,1,garrison_bergelson_2020,1520_1521,blanket,stimulus_data/garrison_bergelson_2020/raw_data/images/blanket3.jpg,blanket,piano,stimulus_data/garrison_bergelson_2020/raw_data/images/piano8.jpg,piano,0.656,0.768,0.3896,0.3529,blanket,piano
219,5251,Look at the blanket?,eng,right,33,1442,1441,,1,garrison_bergelson_2020,1441_1442,blanket,stimulus_data/garrison_bergelson_2020/raw_data/images/blanket2.jpg,blanket,bottle,stimulus_data/garrison_bergelson_2020/raw_data/images/bottle23.jpg,bottle,0.6626,0.797,0.4111,0.4439,blanket,bottle
220,5257,Do you see the block?,eng,left,33,1235,1236,,1,garrison_bergelson_2020,1235_1236,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/block.jpg,block,headphones,stimulus_data/garrison_bergelson_2020/raw_data/images/headphones.jpg,headphones,0.65,0.784,0.3662,0.2931,block,headphones
221,5258,Do you see the block?,eng,left,33,1229,1228,,1,garrison_bergelson_2020,1228_1229,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/block7.jpg,block,headphones,stimulus_data/garrison_bergelson_2020/raw_data/images/headphones2.jpg,headphones,0.758,0.784,0.4326,0.2931,block,headphones
222,5259,Do you see the block?,eng,left,33,1215,1236,,1,garrison_bergelson_2020,1215_1236,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/block.jpg,block,highchair,stimulus_data/garrison_bergelson_2020/raw_data/images/highchair.jpg,highchair,0.723,0.704,0.3926,0.3984,block,highchair
223,5265,Do you see the block?,eng,right,33,1389,1390,,1,garrison_bergelson_2020,1389_1390,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/block8.jpg,block,highchair,stimulus_data/garrison_bergelson_2020/raw_data/images/highchair6.jpg,highchair,0.638,0.704,0.4307,0.3984,block,highchair
224,5267,Can you find the blocks?,eng,left,33,1402,1344,,1,garrison_bergelson_2020,1344_1402,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/blocks.jpg,blocks,chair,stimulus_data/garrison_bergelson_2020/raw_data/images/chair.jpg,chair,0.544,0.8047,0.4634,0.5874,block,chair
225,5268,Can you find the blocks?,eng,left,33,1494,1495,,1,garrison_bergelson_2020,1494_1495,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/blocks20.jpg,blocks,chair,stimulus_data/garrison_bergelson_2020/raw_data/images/chair15.jpg,chair,0.671,0.8047,0.4106,0.5874,block,chair
226,5269,Look at the blocks?,eng,left,33,1416,1417,,1,garrison_bergelson_2020,1416_1417,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/blocks19.jpg,blocks,diaper,stimulus_data/garrison_bergelson_2020/raw_data/images/diapey2.jpg,diapey,0.6836,0.781,0.4497,,,
227,5272,Can you find the blocks?,eng,left,33,1338,1337,,1,garrison_bergelson_2020,1337_1338,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/blocks17.jpg,blocks,shoes,stimulus_data/garrison_bergelson_2020/raw_data/images/shoe13.jpg,shoe,0.6313,0.8374,0.3975,0.36,block,shoe
228,5273,Do you see the blocks?,eng,left,33,1255,1256,,1,garrison_bergelson_2020,1255_1256,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/blocks15.jpg,blocks,shoes,stimulus_data/garrison_bergelson_2020/raw_data/images/shoe9.jpg,shoe,0.7134,0.8374,0.454,0.36,block,shoe
229,5275,Do you see the blocks?,eng,left,33,1281,1267,,1,garrison_bergelson_2020,1267_1281,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/blocks2.jpg,blocks,spoon,stimulus_data/garrison_bergelson_2020/raw_data/images/spoon.jpg,spoon,0.6953,0.786,0.3735,0.4302,block,spoon
230,5277,Can you find the blocks?,eng,left,33,1280,1267,,1,garrison_bergelson_2020,1267_1280,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/blocks2.jpg,blocks,stroller,stimulus_data/garrison_bergelson_2020/raw_data/images/stroller.jpg,stroller,0.617,0.745,0.3735,0.3141,block,stroller
231,5278,Can you find the blocks?,eng,left,33,1282,1283,,1,garrison_bergelson_2020,1282_1283,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/blocks16.jpg,blocks,stroller,stimulus_data/garrison_bergelson_2020/raw_data/images/stroller4.jpg,stroller,0.6553,0.745,0.4102,0.3141,block,stroller
232,5281,Look at the blocks?,eng,right,33,1415,1414,,1,garrison_bergelson_2020,1414_1415,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/blocks1.jpg,blocks,diaper,stimulus_data/garrison_bergelson_2020/raw_data/images/diapey.jpg,diapey,0.612,0.781,0.4092,,,
233,5284,Can you find the blocks?,eng,right,33,1217,1344,,1,garrison_bergelson_2020,1217_1344,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/blocks.jpg,blocks,shoes,stimulus_data/garrison_bergelson_2020/raw_data/images/shoe.jpg,shoe,0.554,0.8374,0.4385,0.36,block,shoe
234,5287,Do you see the blocks?,eng,right,33,1590,1591,,1,garrison_bergelson_2020,1590_1591,blocks,stimulus_data/garrison_bergelson_2020/raw_data/images/blocks21.jpg,blocks,spoon,stimulus_data/garrison_bergelson_2020/raw_data/images/spoon21.jpg,spoon,0.6875,0.786,0.3838,0.4302,block,spoon
235,5291,Do you see the blueberries?,eng,left,33,1332,1465,,1,garrison_bergelson_2020,1332_1465,blueberries,stimulus_data/garrison_bergelson_2020/raw_data/images/blueberries5.jpg,blueberries,milk,stimulus_data/garrison_bergelson_2020/raw_data/images/milk.jpg,milk,0.605,0.751,0.3643,,,
236,5292,Do you see the blueberries?,eng,left,33,1462,1461,,1,garrison_bergelson_2020,1461_1462,blueberries,stimulus_data/garrison_bergelson_2020/raw_data/images/blueberries6.jpg,blueberries,milk,stimulus_data/garrison_bergelson_2020/raw_data/images/milk16.jpg,milk,0.6924,0.751,0.3535,,,
237,5295,Where is the book?,eng,left,33,1421,1420,,1,garrison_bergelson_2020,1420_1421,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book72.jpg,book,car,stimulus_data/garrison_bergelson_2020/raw_data/images/car20.jpg,car,0.661,0.859,0.4097,0.3152,book,car
238,5297,Where is the book?,eng,left,33,1238,1237,,1,garrison_bergelson_2020,1237_1238,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book68.jpg,book,cat,stimulus_data/garrison_bergelson_2020/raw_data/images/cat15.jpg,cat,0.7124,0.846,0.4097,0.1241,book,cat
239,5299,Can you find the book?,eng,left,33,1381,1220,,1,garrison_bergelson_2020,1220_1381,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,caterpillar,stimulus_data/garrison_bergelson_2020/raw_data/images/caterpillar.jpg,caterpillar,0.4712,0.743,0.4487,0.1429,book,caterpillar
240,5300,Can you find the book?,eng,left,33,1382,1383,,1,garrison_bergelson_2020,1382_1383,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book69.jpg,book,caterpillar,stimulus_data/garrison_bergelson_2020/raw_data/images/caterpillar4.jpg,caterpillar,0.6245,0.743,0.396,0.1429,book,caterpillar
241,5301,Where is the book?,eng,left,33,1246,1220,,1,garrison_bergelson_2020,1220_1246,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,cup,stimulus_data/garrison_bergelson_2020/raw_data/images/cup.jpg,cup,0.4536,0.872,0.4414,0.4583,book,cup
242,5304,Do you see the book?,eng,left,33,1487,1488,,1,garrison_bergelson_2020,1487_1488,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book78.jpg,book,cup,stimulus_data/garrison_bergelson_2020/raw_data/images/cup19.jpg,cup,0.5923,0.872,0.4136,0.4583,book,cup
243,5305,Can you find the book?,eng,left,33,1247,1220,,1,garrison_bergelson_2020,1220_1247,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,diaper,stimulus_data/garrison_bergelson_2020/raw_data/images/diaper.jpg,diaper,0.3665,0.811,0.4204,0.3471,book,diaper
244,5306,Can you find the book?,eng,left,33,1513,1514,,1,garrison_bergelson_2020,1513_1514,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book79.jpg,book,diaper,stimulus_data/garrison_bergelson_2020/raw_data/images/diaper13.jpg,diaper,0.65,0.811,0.4502,0.3471,book,diaper
245,5307,Do you see the book?,eng,left,33,1221,1220,,1,garrison_bergelson_2020,1220_1221,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,elephant,stimulus_data/garrison_bergelson_2020/raw_data/images/elephant.jpg,elephant,0.499,0.7983,0.4473,0.1074,book,elephant
246,5309,Look at the book?,eng,left,33,1574,1575,,1,garrison_bergelson_2020,1574_1575,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book82.jpg,book,hat,stimulus_data/garrison_bergelson_2020/raw_data/images/hat8.jpg,hat,0.6455,0.821,0.4268,0.4051,book,hat
247,5311,Can you find the book?,eng,left,33,1305,1220,,1,garrison_bergelson_2020,1220_1305,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,keys,stimulus_data/garrison_bergelson_2020/raw_data/images/keys.jpg,keys,0.5156,0.814,0.4482,0.4198,book,key
248,5312,Can you find the book?,eng,left,33,1477,1476,,1,garrison_bergelson_2020,1476_1477,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book77.jpg,book,keys,stimulus_data/garrison_bergelson_2020/raw_data/images/keys8.jpg,keys,0.5576,0.814,0.4268,0.4198,book,key
249,5313,Look at the book?,eng,left,33,1426,1220,,1,garrison_bergelson_2020,1220_1426,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,pacifier,stimulus_data/garrison_bergelson_2020/raw_data/images/paci.jpg,paci,0.4133,0.708,0.442,0.3651,book,pacifier
250,5315,Do you see the book?,eng,left,33,1439,1438,,1,garrison_bergelson_2020,1438_1439,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book75.jpg,book,phone,stimulus_data/garrison_bergelson_2020/raw_data/images/phone15.jpg,phone,0.4946,0.879,0.4194,0.6011,book,phone
251,5316,Look at the book?,eng,left,33,1593,1594,,1,garrison_bergelson_2020,1593_1594,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book84.jpg,book,phone,stimulus_data/garrison_bergelson_2020/raw_data/images/phone18.jpg,phone,0.3962,0.879,0.4321,0.6011,book,phone
252,5318,Look at the book?,eng,left,33,1355,1354,,1,garrison_bergelson_2020,1354_1355,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book67.jpg,book,dog,stimulus_data/garrison_bergelson_2020/raw_data/images/puppy16.jpg,puppy,0.5063,0.834,0.4365,0.1199,book,puppy
253,5319,Look at the book?,eng,left,33,1363,1364,,1,garrison_bergelson_2020,1363_1364,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book65.jpg,book,dog,stimulus_data/garrison_bergelson_2020/raw_data/images/puppy15.jpg,puppy,0.439,0.834,0.4204,0.1199,book,puppy
254,5322,Look at the book?,eng,left,33,1217,1220,,1,garrison_bergelson_2020,1217_1220,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,shoes,stimulus_data/garrison_bergelson_2020/raw_data/images/shoe.jpg,shoe,0.393,0.854,0.3882,0.4136,book,shoe
255,5323,Can you find the book?,eng,left,33,1403,1220,,1,garrison_bergelson_2020,1220_1403,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,shoes,stimulus_data/garrison_bergelson_2020/raw_data/images/shoes2.jpg,shoes,0.4248,0.854,0.4585,0.4136,book,shoe
256,5325,Where is the book?,eng,left,33,1531,1220,,1,garrison_bergelson_2020,1220_1531,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,sippycup,stimulus_data/garrison_bergelson_2020/raw_data/images/sippy.jpg,sippy,0.4395,0.817,0.4082,,,
257,5327,Where is the book?,eng,left,33,1227,1277,,1,garrison_bergelson_2020,1227_1277,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book61.jpg,book,sippycup,stimulus_data/garrison_bergelson_2020/raw_data/images/sippycup2.jpg,sippycup,0.456,0.8022,0.4146,,,
258,5329,Do you see the book?,eng,left,33,1281,1220,,1,garrison_bergelson_2020,1220_1281,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,spoon,stimulus_data/garrison_bergelson_2020/raw_data/images/spoon.jpg,spoon,0.416,0.829,0.4321,0.4112,book,spoon
259,5330,Look at the book?,eng,left,33,1287,1286,,1,garrison_bergelson_2020,1286_1287,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book63.jpg,book,spoon,stimulus_data/garrison_bergelson_2020/raw_data/images/spoon14.jpg,spoon,0.552,0.829,0.4502,0.4112,book,spoon
260,5332,Do you see the book?,eng,left,33,1398,1399,,1,garrison_bergelson_2020,1398_1399,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book71.jpg,book,spoon,stimulus_data/garrison_bergelson_2020/raw_data/images/spoon17.jpg,spoon,0.4614,0.829,0.4604,0.4112,book,spoon
261,5333,Do you see the book?,eng,left,33,1433,1220,,1,garrison_bergelson_2020,1220_1433,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,tambourine,stimulus_data/garrison_bergelson_2020/raw_data/images/tambourine.jpg,tambourine,0.4277,0.751,0.4463,0.4441,book,tambourine
262,5334,Do you see the book?,eng,left,33,1422,1423,,1,garrison_bergelson_2020,1422_1423,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book73.jpg,book,tambourine,stimulus_data/garrison_bergelson_2020/raw_data/images/tambourine3.jpg,tambourine,0.4673,0.751,0.4429,0.4441,book,tambourine
263,5335,Can you find the book?,eng,left,33,1262,1220,,1,garrison_bergelson_2020,1220_1262,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,water,stimulus_data/garrison_bergelson_2020/raw_data/images/water.jpg,water,0.423,0.865,0.4604,,,
264,5336,Can you find the book?,eng,left,33,1307,1308,,1,garrison_bergelson_2020,1307_1308,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book64.jpg,book,water,stimulus_data/garrison_bergelson_2020/raw_data/images/water26.jpg,water,0.4553,0.865,0.4238,,,
265,5337,Look at the book?,eng,left,33,1293,1220,,1,garrison_bergelson_2020,1220_1293,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,whale,stimulus_data/garrison_bergelson_2020/raw_data/images/whale2.jpg,whale,0.4434,0.7915,0.4355,0.0979,book,whale
266,5339,Where is the book?,eng,right,33,1353,1220,,1,garrison_bergelson_2020,1220_1353,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,car,stimulus_data/garrison_bergelson_2020/raw_data/images/car.jpg,car,0.367,0.859,0.3857,0.3152,book,car
267,5341,Where is the book?,eng,right,33,1232,1220,,1,garrison_bergelson_2020,1220_1232,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,cat,stimulus_data/garrison_bergelson_2020/raw_data/images/cat.jpg,cat,0.4336,0.846,0.4595,0.1241,book,cat
268,5346,Where is the book?,eng,right,33,1580,1581,,1,garrison_bergelson_2020,1580_1581,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book83.jpg,book,cup,stimulus_data/garrison_bergelson_2020/raw_data/images/cup21.jpg,cup,0.4438,0.872,0.4238,0.4583,book,cup
269,5351,Do you see the book?,eng,right,33,1212,1213,,1,garrison_bergelson_2020,1212_1213,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book60.jpg,book,elephant,stimulus_data/garrison_bergelson_2020/raw_data/images/elephant18.jpg,elephant,0.4294,0.7983,0.4224,0.1074,book,elephant
270,5353,Look at the book?,eng,right,33,1259,1220,,1,garrison_bergelson_2020,1220_1259,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,hat,stimulus_data/garrison_bergelson_2020/raw_data/images/hat.jpg,hat,0.4282,0.821,0.442,0.4051,book,hat
271,5357,Look at the book?,eng,right,33,1464,1463,,1,garrison_bergelson_2020,1463_1464,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book81.jpg,book,pacifier,stimulus_data/garrison_bergelson_2020/raw_data/images/paci7.jpg,paci,0.3594,0.708,0.4326,0.3651,book,pacifier
272,5359,Do you see the book?,eng,right,33,1443,1220,,1,garrison_bergelson_2020,1220_1443,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,phone,stimulus_data/garrison_bergelson_2020/raw_data/images/phone8.jpg,phone,0.4175,0.879,0.3965,0.6011,book,phone
273,5360,Look at the book?,eng,right,33,1592,1220,,1,garrison_bergelson_2020,1220_1592,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,phone,stimulus_data/garrison_bergelson_2020/raw_data/images/phone7.jpg,phone,0.43,0.879,0.3887,0.6011,book,phone
274,5363,Look at the book?,eng,right,33,1350,1220,,1,garrison_bergelson_2020,1220_1350,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,dog,stimulus_data/garrison_bergelson_2020/raw_data/images/puppy100.jpg,puppy,0.3977,0.834,0.4531,0.1199,book,puppy
275,5364,Look at the book?,eng,right,33,1360,1220,,1,garrison_bergelson_2020,1220_1360,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,dog,stimulus_data/garrison_bergelson_2020/raw_data/images/puppy.jpg,puppy,0.449,0.834,0.4165,0.1199,book,puppy
276,5367,Look at the book?,eng,right,33,1474,1475,,1,garrison_bergelson_2020,1474_1475,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book76.jpg,book,shoes,stimulus_data/garrison_bergelson_2020/raw_data/images/shoe17.jpg,shoe,0.5684,0.854,0.415,0.4136,book,shoe
277,5368,Can you find the book?,eng,right,33,1454,1453,,1,garrison_bergelson_2020,1453_1454,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book74.jpg,book,shoes,stimulus_data/garrison_bergelson_2020/raw_data/images/shoes5.jpg,shoes,0.4966,0.854,0.4248,0.4136,book,shoe
278,5370,Where is the book?,eng,right,33,1529,1530,,1,garrison_bergelson_2020,1529_1530,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book80.jpg,book,sippycup,stimulus_data/garrison_bergelson_2020/raw_data/images/sippy2.jpg,sippy,0.521,0.817,0.4229,,,
279,5372,Where is the book?,eng,right,33,1239,1220,,1,garrison_bergelson_2020,1220_1239,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book7.jpg,book,sippycup,stimulus_data/garrison_bergelson_2020/raw_data/images/sippycup.jpg,sippycup,0.448,0.8022,0.4038,,,
280,5382,Look at the book?,eng,right,33,1299,1300,,1,garrison_bergelson_2020,1299_1300,book,stimulus_data/garrison_bergelson_2020/raw_data/images/book62.jpg,book,whale,stimulus_data/garrison_bergelson_2020/raw_data/images/whale3.jpg,whale,0.587,0.7915,0.437,0.0979,book,whale
281,5386,Can you find the bottle?,eng,left,33,1402,1298,,1,garrison_bergelson_2020,1298_1402,bottle,stimulus_data/garrison_bergelson_2020/raw_data/images/bottle.jpg,bottle,chair,stimulus_data/garrison_bergelson_2020/raw_data/images/chair.jpg,chair,0.6455,0.8013,0.3862,0.3319,bottle,chair
282,5387,Can you find the bottle?,eng,left,33,1406,1407,,1,garrison_bergelson_2020,1406_1407,bottle,stimulus_data/garrison_bergelson_2020/raw_data/images/bottle22.jpg,bottle,chair,stimulus_data/garrison_bergelson_2020/raw_data/images/chair14.jpg,chair,0.7207,0.8013,0.4648,0.3319,bottle,chair
283,5388,Do you see the bottle?,eng,left,33,1384,1298,,1,garrison_bergelson_2020,1298_1384,bottle,stimulus_data/garrison_bergelson_2020/raw_data/images/bottle.jpg,bottle,clock,stimulus_data/garrison_bergelson_2020/raw_data/images/clock.jpg,clock,0.565,0.824,0.3687,0.3346,bottle,clock
